Problem,TTS_sim_cycles,TTS_prediced_us,Solution,Power_mw,ETS_predicted_nJ,,,,,,,,,,,,,,,,,,,,
11.cnf,,4.53E+06,01110111000011111100000011100001011101011100010010,34,9.06E+04,,,,,,,,,,,,,,,,,,,,
15.cnf,,1.15E+08,10000101010110010001111110001110010101111001010100,34,2.30E+06,,,,,,,,,,,,,,,,,,,,
05.cnf,3,9.64E+07,11111101011010110010010011011000111010111001010001,34,1.93E+06,,,,,,,,,,,,,,,,,,,,
16.cnf,0.15,1.19E+08,00001101000011110101100111011111101111010000000100,34,2.38E+06,,,,,,,,,,,,,,,,,,,,
17.cnf,,1.14E+08,00101100111110000011000001110100110111111000011000,34,2.27E+06,,,,,,,,,,,,,,,,,,,,
04.cnf,,9.64E+07,10000000010001111000000010001101101010001110011100,34,1.93E+06,,,,,,,,,,,,,,,,,,,,
07.cnf,,1.02E+08,01100010101001101011100000011100100111000010111001,34,2.05E+06,,,,,,,,,,,,,,,,,,,,
13.cnf,,1.03E+08,10011000001011110001100100100000000000100010111110,34,2.06E+06,,,,,,,,,,,,,,,,,,,,
19.cnf,,1.16E+08,01100110001111001000001001110000010110000101000000,34,2.32E+06,,,,,,,,,,,,,,,,,,,,
90.cnf,,9.54E+07,0110111010100100011011010000001011110000010100010000101000010100000111100101111001111111110000000101110000100011111010101000101101101011011011100000100011110001111111001111011011100101111111000000100101001110111111001011101001100111101010100000001110010000011010010100111000101100,34,1.91E+06,,,,,,,,,,,,,,,,,,,,
91.cnf,,1.06E+08,1000101001110101110001100011110110100000111011000110111101011101001111110111111111001011101111110110011010100111101000110011010001000111001111111011010100101011011110101110111100001101011001001100011000001001001100001100111110110000000111001101000010000010111010100001001011100111,34,2.11E+06,,,,,,,,,,,,,,,,,,,,
92.cnf,,1.12E+08,1110100100011111001001000101010010001101000011101111001101111101100111110001101101010101001101000001100001000010111011011110001111001100010001100111101111111011000111101000011010011100110110001100100100011110011001011100010111100101111110110001011001001100100101001011011010101000,34,2.24E+06,,,,,,,,,,,,,,,,,,,,
93.cnf,,1.92E+08,1110110000101000110000000100000001110100011100110010000110101110011000011011111001100101111111111001101010100101101010000011100111010110101011001110100101010010100001100010001001111100000010000010010010001001011100011111101100110101000010101101100100100001000111010010101011001001,34,3.85E+06,,,,,,,,,,,,,,,,,,,,
89.cnf,,1.10E+08,0000011000001011110010110100011010111101111011111010011110001100000111010101011010010001111011010011110001101010101111110000100000100110100100111101011100001111001111011001101110011110001111011110100001001000000111110111111101110010101011111111010010000110100011101100110010001100,34,2.20E+06,,,,,,,,,,,,,,,,,,,,
94.cnf,,1.27E+08,1000111001100111111010111110101100010001000100100100110000000110110111000110101001111101010001111011100111101110011000001000001010011011111110111010111011010000100011100010101011101101011010010011101101101001010011111000001011010100110011000010001010000001000011011010110110100001,34,2.54E+06,,,,,,,,,,,,,,,,,,,,
29.cnf,,1.05E+08,00000011110011110111101110011101010001101110111101,34,2.11E+06,,,,,,,,,,,,,,,,,,,,
30.cnf,,1.07E+08,00111000011011110101000100101111100000100111101110,34,2.14E+06,,,,,,,,,,,,,,,,,,,,
36.cnf,,1.03E+08,01010011010111011010100101000111101111000110110010,34,2.06E+06,,,,,,,,,,,,,,,,,,,,
32.cnf,,1.10E+08,11101011110100100010110010011000110000011110100110,34,2.21E+06,,,,,,,,,,,,,,,,,,,,
28.cnf,,1.48E+08,00010110001011001010011011101111110001011011000001,34,2.96E+06,,,,,,,,,,,,,,,,,,,,
34.cnf,,9.93E+07,00100110001001011100011101110001110110111100111100,34,1.99E+06,,,,,,,,,,,,,,,,,,,,
24.cnf,,1.38E+08,11111000011000110000111100000000110010101110110001,34,2.75E+06,,,,,,,,,,,,,,,,,,,,
26.cnf,,1.16E+08,00100101101010010011100101001010111010101110101101,34,2.32E+06,,,,,,,,,,,,,,,,,,,,
33.cnf,,1.05E+08,00100001111000000110001100000110110101010001000100,34,2.10E+06,,,,,,,,,,,,,,,,,,,,
27.cnf,,1.09E+08,00000010111011000111110101110011001110100101101110,34,2.19E+06,,,,,,,,,,,,,,,,,,,,
25.cnf,,2.33E+08,01010001111011111110101010111010110010011111001100,34,4.66E+06,,,,,,,,,,,,,,,,,,,,
35.cnf,,1.08E+08,10101110001011010100101001010101100101000100000010,34,2.17E+06,,,,,,,,,,,,,,,,,,,,
23.cnf,,1.10E+08,11010101100110011101100100010100010001111111100000,34,2.21E+06,,,,,,,,,,,,,,,,,,,,
22.cnf,,1.02E+08,11100010000011000000101011111000010100010111001000,34,2.05E+06,,,,,,,,,,,,,,,,,,,,
31.cnf,,1.64E+08,00101000101000001110110110000110001011101101000001,34,3.28E+06,,,,,,,,,,,,,,,,,,,,
37.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
40.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
41.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
38.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
39.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
97.dimacs,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
96.dimacs,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
98.dimacs,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
57.dimacs,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
58.dimacs,,2.89E+09,111111110100101000101001010000111001100111100001110011110110001000111011000010110100001010000111010110000101101101111100110000011011111111000100010011101010101000000011011001011100010011110110001001000011011111111010110110111101100111000001110000110101000010111011110110100110100100110010101101101111101110011100101011111010111011100100110010010101100000010001001110010110010101011001010010001000101010011001111011011101001011110011100100011100110011111111101000001111101011110101000110001001010010111001111000000011000110110100000000100010,34,5.79E+07,,,,,,,,,,,,,,,,,,,,
59.dimacs,,8.42E+09,1011111111100001000000101110000000011000100000100110111000000111111100111000000111000111111110100100000101000111000100111111100100111111110110000111000000000111000010000000000111100000100111100110000100111111100111110100000111110111000110100000000111110111110111111111100000100100110110111100111111000110100000010100110000000000110000100100100100000000111000110110100111111100111100011110111000111000110011000000000000100000110111000111000000000111000111111100111000100111000100111000100000000010111111111100110110000100000000000110111110100000001111000000111000100110000000000000100000010000100100111111110000111000000000000000000111000000100110000111111100111100000000111111111001111111110110110000101110111000111001000000111111000000111101111111110111000000111100111110000000000100000000111100000111000111111001111000011110111111111100100111111000000100000000000111000111110111000111000100000111100111111000000111111010000100110000000111111100111101111110000000111000100100110110111111110111111100000010100000110111100111110110111000000100111100000111000100000111000100111110110000111111110000100110000000110100010011111000101010000101000111000100111000111111111001000010111000000000000111100111000000000000111000111000000110000111111110110000000000111000110111111000111111100110111111111000111000100000000110000110110100111000100000111000000000111011100000000000110000110110000000000000000011000100100111111110110111000000111111110100111110111111000000111111000110000110100000000111000111111111111000111000,34,1.68E+08,,,,,,,,,,,,,,,,,,,,
61.dimacs,,7.12E+10,1011110100000010100111000101111111111000000110000100011000111110000111100111000111110111001111111110001000111111000000000000100111111111011100111000111000000100000111001111111111111000010110111000000111000000101111111001111000110100111000000000111000000111100111100000111111111111000100000000100110000000000000000011111000100110111100111000000000000000000000111111000001100000111010100100000100111000000100111100110110100111110100000111100100110111111111001100000111111000100111111111100111100000000000000111100111111000111000000111001000110000001111000111011111110000110111111010100000001110111100000111000000000001111111010111111110100111100001000111111110111000000000111000110000001111111100111111000101100000110110010000100111000100000111111110000101000000111111100101110100111110111000110110100000100110100010111011100111100100111000000111010000100111111110110110000011101000000111111111000111000111000111111111000111111000000101111100000110000000111100000111111000100010111111111111100000111111110100111011111000000111000111111110111110000111000111111110100111000111110000110000111100111110111000111000111000010000110111000000000100000001111101000111110110000000000000111101111000000100000110000111000100111000111111110110001000111000100111011111111111111111000111100100110111010111111111000111000110000100100100000000000000010110000000000111000010100000110000111110000100111110000110100000000111011111000110110011111110111110100111111101111100010111111110101111111000000111111000110110110111110000100111,34,1.42E+09,,,,,,,,,,,,,,,,,,,,
62.dimacs,,4.28E+09,0001000100111110000000111100111100000000100111111110111100111000000000111111111111111000100000111000000111110100111110111110100000111111000110111111000110100111111000111000000110111110000100000111110100110110111100110111111100111100000100111111000111111000110000110000000000111000110110110000000000000111110001000000110100000111111000111110000000110111111000110000110111000111000000010000000111000000111111000111001100111000111111111010101110100110110000110000110000111111111111000101000101111000000100000000011000000100110111000100000111100000111110110000111000000100011101110100111000110110110111111000000000111000000000110110111110100111100100111100100111000110110111111110100000000001000000000000000000101000111111111110111111010000100000111111111111000110110000100111000111000110110011100100111110100110000110100100100110111111111101100111111000110111011110111111111100110111100111000011000111100100110111000000111111000111100000000110110110100111111100001110000100110000000100111000100000110000000111000111111111111000111110000110111111000000111000000110111110110000111100000100111100000000000000100111110100100111111111111100000111111100001111100100010100100111110110111000000000110100110100110111111111000111100111111000000100111100000001000111000000000000111000010100110000111000100111110100000000111111111111000111000000111000000000110111000000100000111111111111000000000000000110111111000000110110000000111110111111000000110000111111100000101111111000000110110100000110000000100111110000000000111000,34,8.57E+07,,,,,,,,,,,,,,,,,,,,
63.dimacs,,2.41E+10,1011110100111000111111111100111111111000110111100111000111000000000000110110100000000000111000100000110100110101000111100111111111101111111000000010000110000100100110000110111111010000111110111111111110000000111111110111111000111111000000111011010111111000000111111000000000110100110110100000111100000000100110100111111011111111000110111110100111110111000100100100000000000000111000000000110111111110110100000000110000110000000000100111111111111111111000111110111000100000100000111100000110111110100000000000000000000111111100111000011000100111000000000111100000111111100111110110111111110111111111000111111111000000001100111000000001111000111000100000111000111000111111010111000000111000000111100100111000111100000000100111000100000110111000000000000110111111111011111111000110111110100110111111111100000111000000000100111100111110100111000111111111110110000101000111000000000000111111000110111110110111111111010100100111010111111000000000010001111000111000110111000110111110100111110111111111000111111110111011000111111010111000100111111111000111100111110111000101110111111111000100000110000000000111110111000100110111100000000111100111111000110100100110100000000111110111011100011111111000110100000000000110001000110111101000111110000111000000000111111000000000111111000111011000111100110100000000000100100110101111111111111010100110111110000110000000000110000111000000111111110100100111000000111110100100000000110000000111111100111000000111111101000111110111110000111000111111111110100110111111111111100110,34,4.82E+08,,,,,,,,,,,,,,,,,,,,
60.dimacs,,2.61E+10,0000110000111111111111111110111111111111100100111110000111111001100100000111000000110100010111000111000100000000000111111000000000111010111000111110110110000110011000000000000000111110100111110111111111111000000111111100111111000000111000110111000111000110100000111000111111100100000000000111000111111000000110010100000111100110000110110100111111000111111000100111000000111000000000000000000110101100000000000111000000000110111111000101111111000111000100111000111101110000111100001000110111000111111110111000000111000111111000111111111000111111110111000100000000110000100000111100110001000111100011111100100101010111111000100000001110111000000001000000110100111111111110011111111111000101110001111100111110111111000111111111110000111000110111000111100111000000111110111110111111000000111100110111111011110100000000000000111000011111011100000111111000111000000110000110111100100111010011000111001110110110111111111010000000000000000111000111000000010111000111111000111000111111000111100111111110110111001100111111111110111111100111000000100111000111111111000111000111111111111110100111100000000000000100100100111110100111110111111100111011111000000000111000111000111111111110010000000110111111111111000000010111110111110000111111010100000100111111111000000000111001110000111010000110111000111111110111000100001100100000000100111111110000100111100110000111111111111000111100000111000111111000100111100000000111111111000100111111111110110111100111111100000000000000111111111100000000111111110110111110000000110000,34,5.23E+08,,,,,,,,,,,,,,,,,,,,
68.dimacs,,9.58E+09,,34,1.92E+08,,,,,,,,,,,,,,,,,,,,
67.dimacs,,6.79E+09,,34,1.36E+08,,,,,,,,,,,,,,,,,,,,
66.dimacs,,6.45E+09,,34,1.29E+08,,,,,,,,,,,,,,,,,,,,
69.dimacs,,8.86E+09,,34,1.77E+08,,,,,,,,,,,,,,,,,,,,
64.dimacs,,5.85E+09,,34,1.17E+08,,,,,,,,,,,,,,,,,,,,
65.dimacs,,5.20E+09,,34,1.04E+08,,,,,,,,,,,,,,,,,,,,
45.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
47.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
42.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
46.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
48.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
43.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
44.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
49.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
50.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
53.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
52.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
51.cnf,,0.00E+00,,34,0.00E+00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
